day	month	year	hour	minute	second	lat	long	tweet	category	sentiment
24	8	2014	20	40	53	32.871995776780395	-115.0618511319871	RT @CTVCalgary: California earthquake: Bay area hardest-hit in 25 years http://t.co/wAev3X8JOB http://t.co/1z3GpDv87a	other_useful_information	0.0
24	8	2014	20	40	46	35.68911865643836	-117.54526122941306	6.0 earthquake shakes Northern California: The USGS says its the largest earthquake to shake the Bay Area sinc... http://t.co/X0ydrLeyFO	infrastructure_and_utilities_damage	0.0
24	8	2014	20	40	42	33.55789351687464	-116.54146002163715	Napa official: 15 to 16 buildings not inhabitable after quake, limited access to many o (from @AP) http://t.co/fBjpS96ooV	not_related_or_irrelevant	-1.0
24	8	2014	20	40	53	37.60796343521618	-120.22313645854878	RT @CBCMartina: Tonight @CBCTWTW: CA #quake; remembering #JamesFoley; a journo freed in Syria; #Pooh is 100.  CBC R1 at 6 pm ET/MT/CT/PT, 7…	injured_or_dead_people	0.0
24	8	2014	20	40	49	39.789161708253495	-121.0510631270738	RT @severestudios: Napa area Winery-- RT @DavidSilverOak: Earthquake at @SilverOak http://t.co/Dwdrvv5Af6	other_useful_information	0.0
24	8	2014	20	40	55	36.903041124981726	-118.74551213506906	The latest from AP reporters on scene after California earthquake causes damage, injuries http://t.co/J6i8nIb2Tn	injured_or_dead_people	-5.0
24	8	2014	20	40	33	40.053063979324044	-123.67864109637877	"RT @nelson3748: “...earthquake in Napa...described as ""vibrant and intense, but not overly flamboyant with a clean, earthy finish.""” @JackH…"	other_useful_information	6.0
24	8	2014	20	40	56	33.68260086506035	-114.6460113482088	RT MT Cal OES @Cal_OES @CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake #napaquake	other_useful_information	0.0
24	8	2014	20	40	20	38.292968768057314	-120.43687932128755	RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA	other_useful_information	2.0
24	8	2014	20	40	31	39.47030554892754	-123.45882325303741	RT @allovergirl: No golf courses were harmed MT. @iResistAll Obama released this graphic on the #earthquake in Napa via FEMA http://t.co/Xb…	injured_or_dead_people	-2.0
24	8	2014	20	40	27	38.795279391872725	-120.92461637991691	RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…	injured_or_dead_people	-3.0
24	8	2014	20	40	27	34.33427842413456	-118.9524353032638	RT @dudleystorey: The essence of being human: skaters explore upside to Napa quake damage. cc @GreatDismal http://t.co/LzekB7RBYr	other_useful_information	-3.0
24	8	2014	20	40	45	40.21746425562393	-121.05755579440235	Chargers-49ers game still on after 6.1 earthquake in Bay Area: By Cindy Boren August 24 at 1:17 PM Follow @cin... http://t.co/jUoRSoORO1	infrastructure_and_utilities_damage	0.0
24	8	2014	20	40	21	35.772771538770826	-117.76592734383496	RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369	not_related_or_irrelevant	0.0
24	8	2014	20	40	23	36.747519876382974	-117.20073828506521	RT @ABC7News: San Francisco Bay Area 6.0 earthquake injures at least 70, ignites fires, knocks out power. http://t.co/IfRhGiQMhT http://t.c…	infrastructure_and_utilities_damage	-2.0
24	8	2014	20	40	22	38.85928526567169	-122.56933120014051	6.0-magnitude earthquake hits Northern California http://t.co/m267OQmbRf #losangeles	other_useful_information	0.0
24	8	2014	20	40	40	37.129380878356926	-122.18046770696316	RT @andria_borba: 1 of 30 water main breaks in Napa after the quake. It's the one that cause water pressure problems fighting the fire http…	sympathy_and_emotional_support	-7.0
24	8	2014	20	40	36	37.49992794170759	-120.0943047802567	RT @SFGate: Winemakers are surveying the damage following the #Napaquake. http://t.co/zJRWlPTM5P http://t.co/4ZAagS3dIc	other_useful_information	-3.0
24	8	2014	20	40	53	37.22716184979664	-119.90933565444323	120 injured in 6.0 Napa Valley earthquake; some buildings uninhabitable http://t.co/KhsDGOko0S via @news10_ca	other_useful_information	-2.0
24	8	2014	20	40	33	39.002865319382366	-121.40254012545977	RT @Crypt0nymous: Choose the reasonable reaction: State of Emergency declared after... [✔️] -California earthquake. [🚫] -death of unarmed t…	other_useful_information	-4.0
24	8	2014	20	40	57	41.1140872530852	-120.47597893992008	RT @News10_CA: #NapaEarthquake is causing some traffic concerns - http://t.co/aUShh6allG	other_useful_information	0.0
24	8	2014	20	40	33	36.65010055228625	-120.48227191648508	RT @DailyMondo: A 6.0 Earthquake Just Hit Napa County And Here’s What It’s Looking Like - http://t.co/nLKtiivVX7 http://t.co/3yz44WD3f4	infrastructure_and_utilities_damage	2.0
24	8	2014	20	40	45	35.218775683044626	-119.12036665782972	Wow.  6.0 earthquake causes injuries and freaks everyone out.  What will happen to California when the inevitable 9.0 strikes?	other_useful_information	-1.0
24	8	2014	20	40	23	35.26652474050184	-119.07552147673584	RT @abc7newsBayArea: Napa County officials are using a drone to assess damage at the top of buildings. #quake #SouthNapaQuake	other_useful_information	-5.0
24	8	2014	20	40	18	38.169431417481	-121.07208247143014	BREAKING NEWS! THE REPUBLICANS HAVE BLAMED OBAMA FOR THE EARTHQUAKE IN CALIFORNIA!!(tgj) #cnn #foxnews #msnbc #snl #comedycentral #mtv #tmz	infrastructure_and_utilities_damage	-2.0
24	8	2014	20	40	52	33.78000486606335	-117.02828742622455	RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…	other_useful_information	-3.0
24	8	2014	20	40	30	41.306652438674966	-120.88681524905212	Great partners and great #napaquake response info: @Cal_OES @CaltransHQ @theCaGuard @CAL_FIRE @CHP_GoldenGate @femaregion9 @NapaPD	infrastructure_and_utilities_damage	6.0
24	8	2014	20	40	46	35.939320579285386	-117.34901361379356	Dozens injured, 6 critically, after strong earthquake in California http://t.co/w1khUM7aCG	injured_or_dead_people	0.0
24	8	2014	20	40	22	37.113909922009135	-122.01832150767707	RT @AP: VIDEO: Earthquake triggers fires at Napa Valley mobile home park while disrupting water supply: http://t.co/IrZyTdWcEo	injured_or_dead_people	-4.0
24	8	2014	20	40	42	35.57713692582707	-120.8092175289836	"RT @sixbilliongods: People who aren't from California: ""California aka earthquake land, whaT IF I DIE?"" Californians: ""whoa wtf an earthqua…"	other_useful_information	-7.0
24	8	2014	20	40	53	38.605170930570225	-122.94448491689396	California winemakers cleaning up after quake (from @AP) http://t.co/G54bdOzvfn	infrastructure_and_utilities_damage	0.0
24	8	2014	20	40	41	41.22081275459757	-121.6368883537235	The latest on damaging earthquake in California (from @AP) http://t.co/ECtTL3sdJc	not_related_or_irrelevant	-3.0
24	8	2014	20	41	17	37.054631835659315	-120.85305182663376	"Big earthquake in Napa.Locals described it as ""vibrant and intense, but not overly flamboyant with a clean, earthy finish.@alannadrasin"	infrastructure_and_utilities_damage	7.0
24	8	2014	20	41	17	36.68113001935188	-117.57289338115368	Sad day for so many reasons #earthquake #napa stole this one from Silver Oaks http://t.co/XrcCCCteui	infrastructure_and_utilities_damage	-4.0
24	8	2014	20	41	21	34.037871940938984	-118.80143546635132	Worst earthquake in 25 years rocks California http://t.co/0armLv5HNY	other_useful_information	-3.0
24	8	2014	20	41	19	41.438604908427926	-121.32767315562607	RT @YourAnonNews: Strong 6.1 Earthquake Rocks San Francisco Bay Area, Injures 87+, Significant Damage In Napa  http://t.co/ibSTSBU9BJ	not_related_or_irrelevant	0.0
24	8	2014	20	41	5	37.47312518680529	-120.52084778166108	State of emergency declared after 6.0-magnitude quake hits California http://t.co/W4Ne9bNyjK http://t.co/tnzjALoc1L	injured_or_dead_people	-2.0
24	8	2014	20	41	16	38.82220036256664	-122.21684471313631	Earthquake rattles, doesn't wreck Napa wineries - USA TODAY http://t.co/2uHaZ1DxKG	other_useful_information	-2.0
24	8	2014	20	41	0	36.32818635008166	-117.35528690160072	RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369	infrastructure_and_utilities_damage	0.0
24	8	2014	20	41	18	36.517949462410066	-117.78083010900423	Dozens Injured In San Francisco Earthquake http://t.co/FQQHEC71Xv	other_useful_information	-2.0
24	8	2014	20	41	15	37.81376809057033	-120.17503735288106	Some beautiful pottery at Thomas Bartlett store in Napa was broken in earthquake. http://t.co/WMqvyGeNng	other_useful_information	2.0
24	8	2014	20	41	3	36.22530205455281	-121.3687360285943	RT @MishaRN: Only in Napa. SECURE THE WINE!  #NAPAQuake http://t.co/VzdARNP4Ks	sympathy_and_emotional_support	2.0
24	8	2014	20	41	3	41.89501234384911	-120.2842198396498	RT @Cal_OES: .@CaltransHQ has deployed dive teams to Bay Area toll bridges for #Napa quake	donation_needs_or_offers_or_volunteering_services	0.0
24	8	2014	20	41	0	39.7798868292073	-121.66338654289648	RT @NapaCoRedCross: If you smell gas, shut it off and evacuate. Call @PGE4Me at 1-800-743-5002. Don’t turn it back on without their help. #…	infrastructure_and_utilities_damage	1.0
24	8	2014	20	41	3	39.128552049529965	-121.2224103996271	With #Jesus we can alter lives on earth and the hereafter. Speak life in your daily routine. #Napa  #EarthQuake #Supernatural  #TeamJesus	other_useful_information	1.0
24	8	2014	20	41	13	37.71034285467272	-120.25264639203293	RT @mercnews: Napa earthquake: 6.1 quake hits Bay Area: Did you feel it? http://t.co/knoHgIeDAq	injured_or_dead_people	0.0
24	8	2014	20	41	17	34.25483391345187	-118.30077888389685	RT @JeffRanieri: This is what a 6.1 #earthquake did to some roads in #Napa @nbcbayarea @weatherchannel #BayAreaQuake http://t.co/Vocezt0scQ	injured_or_dead_people	0.0
24	8	2014	20	41	15	41.53203087228618	-123.7166319937172	The latest on damaging earthquake in California: NAPA, Calif. (AP) — This is what Associated Press reporters o... http://t.co/nn70pAQXDU	not_related_or_irrelevant	-3.0
24	8	2014	20	41	24	37.29940077655177	-120.92990022966177	Yikes! #BePrepared RT @GavinNewsom: Wow! Just some of the damage #NapaQuake had on the city &amp; its historic areas http://t.co/6Y6wHv2pJm	other_useful_information	1.0
24	8	2014	20	41	12	37.281526864962906	-119.3768743385912	Emergency Preparedness Reminder Aug. 24, 2014:  NAPA 6.0 EARTHQUAKE SERVE AS IMPORTANT REMINDER TO GET PREPARE... http://t.co/sOr1uxpWv5	sympathy_and_emotional_support	0.0
24	8	2014	20	41	6	32.99844931447118	-115.38063522410452	RT @nataliealund: Office and business space at Brown and Second streets appears close to toppling #napaquake @mercnews http://t.co/2ZPE29R6…	not_related_or_irrelevant	0.0
24	8	2014	20	41	8	40.36324921417408	-123.57575445740184	McCain Uses California Earthquake to Criticize Obama http://t.co/ntHfUZiZtw via @dailykos	other_useful_information	-2.0
24	8	2014	20	41	14	38.76802550699099	-122.78766231813508	Our town is just a MESS .... :( #napaearthquake	other_useful_information	-2.0
24	8	2014	20	41	19	39.303144720723296	-122.72071008117885	RT @troyhaydenfox10: What a shot of quake damage in Napa wine country. http://t.co/3zapEL8dJE	other_useful_information	-3.0
24	8	2014	20	41	2	37.421076295281416	-122.23770163958851	RT @HrzMatt: Literally the most California thing ever RT @vickydnguyen: Napa-- skaters finding upside to quake damage. http://t.co/cuRZfw4S…	other_useful_information	-3.0
24	8	2014	20	41	9	34.50458707652457	-114.59984538603784	Sending prayers to those affected by Napa &amp; SFO earthquake. Hoping for a swift recovery, rebuilding and healing.	other_useful_information	3.0
24	8	2014	20	41	0	34.21368596104049	-116.90861098636944	RT @THV11: USGS: 6.0 earthquake shakes Northern #California http://t.co/IEPY1MOfFq #caeq http://t.co/dUxyzuHMoP	donation_needs_or_offers_or_volunteering_services	0.0
24	8	2014	20	41	1	33.67742383188373	-114.90433771999764	RT @washingtonpost: Photos: Powerful earthquake shakes Northern California http://t.co/TkbLXYXrMZ http://t.co/sNWkFLBZzA	other_useful_information	2.0
24	8	2014	20	41	20	35.43503736251365	-119.96582820385882	@momen_mubasher: #Holocaust survivors pen open letter condemning #Israel’s #Gaza war http://t.co/mdcjfwqBs4 Not #Napa #earthquake caution_and_advice		0.0
24	8	2014	20	41	7	33.67528443896236	-115.02268453816484	RT @laura_nelson: Is your home earthquake ready? A good time to review these tips, from @latimes: http://t.co/VVWa4Hno29 #napaquake http://…	other_useful_information	3.0
24	8	2014	20	41	19	40.6970468888112	-120.86306268805357	Worst earthquake in 25 years rocks California http://t.co/Gj52Qwk0r9	other_useful_information	-3.0
24	8	2014	20	41	12	35.54932303627304	-116.45041627345888	RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369	injured_or_dead_people	0.0
24	8	2014	20	41	11	37.979349918532435	-121.80963518978416	RT @AlSaracevic: Plenty of empty seats on this sad Sunday in the Bay Area. Lackluster game coupled with tragic Earthquake surely to blame. …	other_useful_information	-7.0
24	8	2014	20	41	20	35.579559324158005	-116.68944784295857	RT @SonyaLin1214: @LearnSomethlng PLEASE RETWEET #perspective this is #earthquake not #GazaUnderAttack by #israel Staysafe #napaquake   htt…	other_useful_information	1.0
24	8	2014	20	41	14	32.911284784847695	-118.54193198403307	RT @latimes: Wineries and other businesses in Northern California's wine country assess damage after today's earthquake http://t.co/F8CZDfo…	sympathy_and_emotional_support	-7.0
24	8	2014	20	41	12	34.007217896346525	-115.12396154682251	RT @bgittleson: This photo is very California. #napa #earthquake http://t.co/ZChvmbR369	infrastructure_and_utilities_damage	0.0
24	8	2014	20	41	14	41.813224854513	-120.54266624468193	RT @SolanoLibrary: City of Vallejo earthquake updates here http://t.co/rKZTKVUy3j	infrastructure_and_utilities_damage	0.0
24	8	2014	20	41	5	40.81256725538083	-123.94033144727278	RT @CBSSacramento: California winemakers cleaning up after #NapaQuake http://t.co/kt4oGmF5E2 http://t.co/7EtIC17B0Y	not_related_or_irrelevant	0.0
24	8	2014	20	41	25	41.109759528962776	-120.3301521571245	RT @vickydnguyen: Meadowbrook Lane in Napa-- skaters finding upside to quake damage. Photo from #nbcbayarea photog Jeremy Carroll http://t.…	infrastructure_and_utilities_damage	-3.0
24	8	2014	20	41	14	35.49181221506573	-120.1388223825332	The latest on damaging earthquake in California: NAPA, Calif. (AP) ? This is what Associated Press reporters on the scene are learnin...	other_useful_information	-3.0
24	8	2014	20	41	6	38.144983511981074	-119.84142225002277	"RT @DavidClinchNews: ""Anyone have an extra newspaper building we could borrow?"" @NapaRegister office: #NapaQuake https://t.co/6Yv5kj17X7 ht…"	other_useful_information	0.0
24	8	2014	20	41	4	40.992736626450345	-123.99277009365721	RT @SJVGrapes: Wow! It'll be a real puzzle organizing that room. RT @matthiassonwine: Will be barrel pickup sticks #napaearthquake http://t…	caution_and_advice	4.0
24	8	2014	20	41	15	36.046218971983855	-120.07865577680114	RT @HALLWines: Our thoughts go out to the Napa Valley community after this mornings earthquake. ~ @kathrynwalthall	other_useful_information	0.0
24	8	2014	20	41	23	40.605460720907885	-123.71693247975851	RT @BreakingNews: USGS: Magnitude 6.0 northern California quake is largest to shake Bay Area since 1989 Loma Prieta quake - @ABC7 http://t.…	other_useful_information	0.0
24	8	2014	20	41	6	34.63006367070189	-116.96721340363096	RT @lcooney: “@sakacc: “@AlexJamesFitz: This is the most California thing https://t.co/LizqoXwzXi” &lt;awesome!”&lt; might as well post 'quake' c…	injured_or_dead_people	0.0
24	8	2014	20	41	1	37.05590728610058	-119.06020792977085	RT @MaMoosie: For the100 injured &amp; 6 critically in #NapaQuake I hope healing comes quickly. Truly a shocker &amp; shaker. Sad to see the damage…	other_useful_information	-5.0
24	8	2014	20	41	12	34.97166481941913	-120.17923848778442	RT @JeffreyGuterman: MT @vickydnguyen: Skater finds upside to #earthquake damage in #Napa. Photo by Jeremy Carroll. http://t.co/vujP2A9Np2 …	other_useful_information	-3.0
24	8	2014	20	41	2	41.07704252359426	-122.86609875350705	RT @CDCemergency: The quake in #Napa is a good reminder to review what to do during an #earthquake. http://t.co/F4djtncj4M	infrastructure_and_utilities_damage	3.0
24	8	2014	20	41	25	36.18792712772026	-116.81667943771411	California winemakers cleaning up after quake: NAPA, Calif. (AP) — Winemakers in California's storied Napa Val... http://t.co/mlJt7reahz	other_useful_information	0.0
24	8	2014	20	41	14	35.8691408779596	-117.5411968252509	The latest on damaging earthquake in California: NAPA, Calif. (AP) ? This is what Associated Press reporters on the scene are learnin...	injured_or_dead_people	-3.0
24	8	2014	20	41	6	37.6634097369922	-119.7880039090122	Fire erupts after quake rocks California wine country http://t.co/lEvaF1XXZi	other_useful_information	-2.0
24	8	2014	20	41	15	35.961537542400094	-119.103211034729	The latest on damaging earthquake in California: NAPA, Calif. (AP) ? This is what Associated Press reporters on the scene are learnin...	injured_or_dead_people	-3.0
24	8	2014	20	41	12	35.507168739201866	-117.82241240598509	Numerous Buildings Uninhabitable After Bay Area Earthquake http://t.co/VH0oq92Uxl	other_useful_information	0.0
24	8	2014	20	41	1	39.05777728386313	-121.58706938332554	RT @TheTodayShow: A state of emergency has been declared after a 6.0 quake hit Napa Valley, #California. #napaquake updates on #Today9 http…	caution_and_advice	-2.0
24	8	2014	20	41	13	41.66859759435227	-123.09175501089638	RT @MichaelChiklis: Hope everyone is okay up in the bay area! #earthquake #napaquake #Napa	other_useful_information	2.0
24	8	2014	20	41	10	34.139413461697	-115.2811155178956	Dozens injured after California earthquake http://t.co/c2N6WQT2LB	infrastructure_and_utilities_damage	-2.0
24	8	2014	20	41	3	33.75974811992116	-116.02630235329384	@FOX40: Napa Quake: Early Warning System Provided 10-Second Alert of 6.0 Earthquake http://t.co/5bQKYpDed2 Did The City feel it?? SF	other_useful_information	-4.0
24	8	2014	20	41	3	35.820078199359884	-118.39740103358068	RT @nbcbayarea: #NapaQuake Reaction: Tweets from people near the epicenter of this morning's earthquake. http://t.co/FyHOHpUbI4 http://t.co…	not_related_or_irrelevant	0.0
24	8	2014	20	41	10	39.58222806250984	-122.23593711251706	RT @10News: Napa officials: Numerous buildings uninhabitable after 6.0 earthquake http://t.co/mUb9evaqZu	other_useful_information	0.0
24	8	2014	20	41	11	36.54412671186689	-117.98045857453931	Biggest Quake in 25 Years Spurs N. Calif. State of Emergency: Northern California was... http://t.co/xa9zKIvoox | http://t.co/LBQldyKgdp	donation_needs_or_offers_or_volunteering_services	-2.0
24	8	2014	20	41	6	38.665472810694276	-121.6388576501406	Top storys: M6.0  - 6km NW of American Canyon, California 2014-08-24 10:20:44 U… http://t.co/DCoqnUnAP6, see more http://t.co/CMvgILHzHa	other_useful_information	2.0
24	8	2014	20	41	14	41.53099718203389	-122.15379854469091	The latest on damaging earthquake in California: NAPA, Calif. (AP) ? This is what Associated Press reporters on the scene are learnin...	sympathy_and_emotional_support	-3.0
24	8	2014	20	41	7	36.90912094716055	-120.28676769731337	Strong California quake causes injuries, damage http://t.co/W0ocJcdQVw	other_useful_information	-3.0
24	8	2014	20	41	8	37.60393870681361	-121.58627042675259	The latest on damaging earthquake in California http://t.co/aZyraadTg7	other_useful_information	-3.0
